link,imgs,title,description,latitude,longitude,address,animal_type,status
https://pet911.ru/moskva/found/cat/rf917200,"['https://cdn.pet911.ru/17293554456713deb5dfe208.32724252_1000174931.webp', 'https://cdn.pet911.ru/17293555086713def4abf910.62411553_1000174931.webp', 'https://cdn.pet911.ru/17293554736713ded154c585.87222939_1000174922.webp', 'https://cdn.pet911.ru/17293554876713dedfe8ccb3.73534673_1000174932.webp', 'https://cdn.pet911.ru/17293554516713debb94d462.74324584_1000174930.webp']",Кошка найдена: Петровско-Разумовский пр.,"Найдена кошечка, молоденькая, леопардовый окрас, с одной стороны. Мяукала и подбегала к людям. Принесли домой, напоили, накормили долго мяукала, теперь мурчит на всю квартиру. Найдена в Савёловском районе.",55.79944593830438,37.566728188956105,"Петровско-Разумовский проезд, Москва",Кошка,Найдена
https://pet911.ru/balashikha/lost/dog/rl917194,['https://cdn.pet911.ru/17293545266713db1e574102.13273867_1000028303.webp'],"Пропала собака Джесси, Балашиха, Лесной 8А","Девочка, зовут Джесси, 2.5 кг вес, окрас абрикос, возраст 2 года",55.74510295,37.90833864219286,"улица Лесной Посёлок, 8А, Балашиха",Собака,Пропала
https://pet911.ru/moskovskaya-oblast/found/dog/rf917185,"['https://cdn.pet911.ru/17293528056713d4656da0b8.64222249_img_4009.webp', 'https://cdn.pet911.ru/17293527936713d4590c4ec9.06890768_img_4008.webp']","Спаниель найден на М4, Воронеж-Москва","Порода спаниель. Кобель Без клейма, слепой На трассе М4 в Воронеже в сторону Москвы.",54.77319607183306,38.13487136396086,"«Дон», Московская область",Собака,Найдена
https://pet911.ru/moskva/lost/cat/rl917168,"['https://cdn.pet911.ru/17293509536713cd29addb76.36687281_img_5195.webp', 'https://cdn.pet911.ru/1730103940671f4a84e5f189.30234103_5c4a16eca7b345d0bacc77f1d576bcea.webp', 'https://cdn.pet911.ru/17293509556713cd2b9a2173.63342449_img_5198.webp', 'https://cdn.pet911.ru/17293509556713cd2b00ac58.91541396_img_5193.webp']","Пропала кошка, Нагорная ул. 14 к2, Москва","Рыжий полосатый кот по клички Месс. Пугливый, так как домашний. Редко мяукает.",55.681480500000006,37.60571154492133,"Нагорная улица, 14 к2, Москва",Кошка,Пропала
https://pet911.ru/mytishchi/found/cat/rf917123,"['https://cdn.pet911.ru/17293429396713addb5c70b3.83826389_whatsapp2024061813.webp', 'https://cdn.pet911.ru/17293429336713add55b72f6.93467469_screenshot_54.webp', 'https://cdn.pet911.ru/17293429396713addbceefc6.12883866_whatsapp2024061813.webp']","Кошка найдена, Проезжая ул., Мытищи","В мае 2024 года, была найдена кошка, девочка, примерно 5 лет. Кошка стерилизованная. За подробностями звоните.",55.92197220250716,37.79077619128594,"Проезжая улица, Мытищи",Кошка,Найдена
https://pet911.ru/moskovskaya-oblast/found/dog/rf917121,['https://cdn.pet911.ru/1729368977671413913a2bf5.60452551_img_2572.webp'],"Найдена собака, Истра, д. Андреевское","Возле г. Истра (Московская обл.), д. Андреевское, в СНТ АНДРЕЕВСКОЕ, 6 проезд, бродит такой пес с оборванной железной цепью. Предположительно алабай коричнево-серо-белого цвета. Фото загрузить на подучилось. 8(963)604-02-14",55.8199265,37.85408088707953,"65, Московская область",Собака,Найдена
https://pet911.ru/mytishchi/found/cat/rf917119,['https://cdn.pet911.ru/17293421906713aaeec21f49.91038325_photo_20241019_115734.webp'],"Кошка найдена: Олимпийский проспект, Мытищи",В районе Олимпийского проспекта замечена кот или кошка.,55.91519949927838,37.77228481324425,"Олимпийский проспект, Мытищи",Кошка,Найдена
https://pet911.ru/odintsovo/found/dog/rf917111,"['https://cdn.pet911.ru/17293414116713a7e342de26.61996028_img_1658.webp', 'https://cdn.pet911.ru/17293414096713a7e166f2a4.30367201_img_1657.webp', 'https://cdn.pet911.ru/17293414126713a7e4147224.40332148_img_1656.webp']","Собака найдена у МГИМО, Подушкинское ш.","Собака среднего размера, окрас белый , несколько рыжих пятен, глаза светлые, нос коричневый. Собака бегает возле Одинцовского филиала МГИМО со стороны Подушкинского шоссе. Ошейник отсутствует. Собака неагрессивная , растерянная. Бегает вдоль шоссе. Либо потеряна, либо выбросили.",55.69532329811664,37.27072336573056,"Подушкинское шоссе, Одинцово",Собака,Найдена
https://pet911.ru/moskva/found/cat/rf917087,"['https://cdn.pet911.ru/17293368766713962c439d62.07782782_20241019_134559.webp', 'https://cdn.pet911.ru/1729336872671396284b4d55.85957681_20241019_134555.webp', 'https://cdn.pet911.ru/17293368746713962a857963.03528082_20241019_134558.webp', 'https://cdn.pet911.ru/172933688067139630b7fb10.33142222_20241019_134548.webp']","Кошка найдена у Лескова 10Б, Москва","Черно белый кот/кошка, ласковый, людей не боится, упитанный, находился на парковке между пятёрочкой и Лескова 10",55.89662185,37.5975844,"улица Лескова, 10Б, Москва",Кошка,Найдена
https://pet911.ru/moskovskaya-oblast/found/dog/rf917085,['https://cdn.pet911.ru/17293360746713930ac49e61.51350729_1000080083.webp'],"Найдена овчарка у ЖК Отрада, Пятницкое ш.","Немецкая овчарка, пол сука, окрас чепрачный, возраст 2-3 года примерно, была найдена в лесу недалеко от ЖК Отрада, на конной тропе. Временно приютили, ищем хозяев.",55.86441189699941,37.34456210317377,"Пятницкое шоссе, Московская область",Собака,Найдена
https://pet911.ru/podolsk/lost/cat/rl916961,"['https://cdn.pet911.ru/17293167586713479680af43.73858292_img_20241013_233445_949.webp', 'https://cdn.pet911.ru/1729776651671a4c0bf41999.48943265_20231217_181345.webp']","Пропал кот Гоша, Железнодорожная 2, Подольск","Потерялся на Львовской у дома номер 2 по Железнодорожной улице. Кот Гоша,, 2 года, кастрированный. Цвет серый, в полосочку, глаза зеленые, ярко выраженный, на кончике хвоста вросшийся перелом. Котик домашний, но вывозился на дачу. Мог зайти к кому-то на частную территорию, так как на даче вылезал под ворота на улицу и возвращался опять. Могут быть ассоциации. В руки не дается, хотя котик очень ласковый. Сломал дверку в переноске , когда возвращались из деревни в машине и выскочил на улицу возле дома.Искала и вечером и утром ищу, зову. Пока без результатно. Дома его ждут братик, ищет его везде, очень скучает, они как сиамские близнецы. Помогите пожалуйста найти котика, на улице погибнет. Заранее благодарю тех поможет моему горю.Моя почта zoyaharyutchenko@yandex. Ru .Номер телефона 89300725366,89154511386.За вознаграждение.",55.41874145,37.56686635,"Железнодорожная улица, 2, Подольск",Кошка,Пропала
https://pet911.ru/moskva/found/cat/rf916951,"['https://cdn.pet911.ru/172931358067133b2c0e5a63.43212711_1000001126.webp', 'https://cdn.pet911.ru/172931329567133a0f19c120.23592519_1000001119.webp', 'https://cdn.pet911.ru/172931329467133a0e99dfa7.88262035_1000001114.webp', 'https://cdn.pet911.ru/172931358067133b2c22fef4.70025803_1000001127.webp']","Кошка найдена: Аминьевское шоссе, 7, Москва",Сидел плакал под машиной. Видно что потерялся ( Тг для связи izi_finance,55.70382605,37.45381931563162,"Аминьевское шоссе, 7, Москва",Кошка,Найдена
https://pet911.ru/domodedovo/found/cat/rf916945,"['https://cdn.pet911.ru/172931175067133406d16519.36085326_d87557e8180b457694d02844f017a5ec.webp', 'https://cdn.pet911.ru/17293117586713340eaf4029.41816637_b0b87c8ac8f1440bbe18b2b8463f5750.webp', 'https://cdn.pet911.ru/17293117586713340e7b5915.39496290_8997649b90224b5dbb42fa37430d8ae0.webp', 'https://cdn.pet911.ru/1729311760671334105c2245.52033489_7fcdd51988114b2f9fcd19252c7feb8c.webp']","Кошка найдена: ул. Кирова, 7А, Домодедово","Породу не знаю, пол- мальчик наверное, окрас как на фото, немного глаза расположены близко, как будто косит, морда вытянутая. Найден во дворе под машиной, сидел весь день на холоде Дома поняли что ушиблены задние лапы и морда",55.44061005,37.75074635,"улица Кирова, 7А, Домодедово",Кошка,Найдена
https://pet911.ru/moskva/found/cat/rf917040,"['https://cdn.pet911.ru/172933016167137bf1e87e44.81105247_img_8652.webp', 'https://cdn.pet911.ru/172933016367137bf33b13c3.37686574_img_8621.webp', 'https://cdn.pet911.ru/172933016267137bf2013821.89064091_img_8653.webp']","Кошка найдена: Хорошёвское шоссе, 11","Москва. Беговая. Нашли кошку с желтым ошейником на Хорошевском шоссе 11, около магазина Дикси. Ласковая, но очень испуганная Если есть хозяева, отзовитесь 🥺",55.775302,37.534382,"Хорошёвское шоссе, 11, Москва",Кошка,Найдена
https://pet911.ru/moskva/lost/bird/rl916981,['https://cdn.pet911.ru/17293212316713590f342a70.14858996_img20240811wa0047.webp'],"Пропала корелла, Ухтомская ул., 9, Москва","Улетел корелла, мальчик Рокки. Серый. Искали в районе - не нашли, помогите пожалуйста, может кто видел... Сообщите пожалуйста по телефонам 89263604290 Марина и 89168184690 Наталья. Очень будем благодарны!!!",55.7710264,37.71268081004821,"Ухтомская улица, 9, Москва",Неизвестно,Пропала
https://pet911.ru/moskva/found/cat/rf916535,['https://cdn.pet911.ru/17292306686711f74c76bb72.37081529_1729230250888.webp'],"Кошка найдена у Дворца пионеров, Косыгина 17к8","Кошка бело-черный окрас. Молодая. Возможно беременная. Ласковая, точно домашняя. Находится возле Дворца пионеров на улице Косыгина 17к8. Не спит третий день, очень боится шума. Если это ваша кошка, обратитесь к охране дворца.",55.7046913,37.5560816563486,"17 к8, улица Косыгина, Гагаринский район, Москва, Центральный федеральный округ, 119333, Россия",Кошка,Найдена
https://pet911.ru/khimki/found/cat/rf917183,"['https://cdn.pet911.ru/17293524796713d31f006d84.57922452_img_8223.webp', 'https://cdn.pet911.ru/17293524766713d31cca9603.68206454_e533260c39f8478abb32bb2575010801.webp', 'https://cdn.pet911.ru/17293524766713d31c81f259.80336271_8e752d01ff09478291a0e8965d2f15db.webp', 'https://cdn.pet911.ru/17293524796713d31fa416e2.95289373_img_9306.webp']","Кот найден: ул. Кудрявцева, 11, Химки","Найден рыжий кот на парковке, по виду домашний Белые лапки, грудка, задние белые сапожки Ласковый, ручной",55.89544325,37.46341698520368,"улица Кудрявцева, 11, Химки",Кошка,Найдена
https://pet911.ru/moskva/lost/cat/rl924581,"['https://cdn.pet911.ru/1730811909672a18057422b4.70372291_img_20241005_141615.webp', 'https://cdn.pet911.ru/1730811909672a1805a18dc3.98714556_img_20241005_141637.webp']","Пропала кошка, Ракетный бульвар, Москва","Девочка, трех цветная, мелкая. Возраст около года. Пугливая. В стрессе, не пытаться ловить. Стерильная.Выскочила из переноски. Помогите, пожалуйста, найти.",55.817845797632295,37.651934752413815,"Ракетный бульвар, Москва",Кошка,Пропала
https://pet911.ru/moskva/lost/cat/rl923449,['https://cdn.pet911.ru/173057195867266eb63a9a73.46549095_img_0318.webp'],"Пропала кошка, Трубецкая ул., Москва",,55.72599413202021,37.57851990418333,"Трубецкая улица, Москва",Кошка,Пропала
https://pet911.ru/moskovskaya-oblast/lost/cat/rl923023,['https://cdn.pet911.ru/17304799226725073234d1d0.09484157_img_20241020_222443_edit_1247918078355568.webp'],"Пропала кошка, Петровское, МО","Пропала кошка молодая 2 года, стерилизованная. Выбежала на улицу и не вернулась.",56.1362682,35.7281032,"Петровское, Московская область",Кошка,Пропала
https://pet911.ru/moskva/lost/dog/rl918585,['https://cdn.pet911.ru/17296068926717b4ec40c749.40997854_img_4941.webp'],"Пропала собака Симба, Череповецкая ул.",Дворняга по кличке СИМБА 18 мес. Собака крупная,55.89830026315176,37.56600925823037,"Череповецкая улица, Москва",Собака,Пропала
https://pet911.ru/tomilino/lost/cat/rl918504,"['https://cdn.pet911.ru/1729593522671780b214cf73.71869041_img_20241003_2050203.webp', 'https://cdn.pet911.ru/1729593544671780c8f288b2.83437224_img_20241010_164110.webp']","Пропала кошка, ул. Гоголя, 30, Томилино","Мальчик, рыжий с белой грудкой, хвост в белую полоску, выбежал либо из квартиры, либо из окна спрыгнул (1 этаж). Может прятаться в подвале, на дереве...",55.66719025,37.95381615,"улица Гоголя, 30, Томилино",Кошка,Пропала
https://pet911.ru/found/cat/rf918270,"['https://cdn.pet911.ru/17295400096716afa9ce6683.45389240_img_5958.webp', 'https://cdn.pet911.ru/17295400116716afab135cf6.59804820_img_5956.webp', 'https://cdn.pet911.ru/17295400126716afac1d1206.09060930_camphoto_1903590565.webp']","Котик найден: ул. Льва Кассиля, Внуково","Найден котик (мальчик), прибился в магазин в доме Бывший домашний, достаточно чистый, ходит в лоток, ручной, умный, возраст средний.",,,"улица Льва Кассиля, муниципальный округ Внуково",Кошка,Найдена
https://pet911.ru/moskva/found/cat/rf918226,['https://cdn.pet911.ru/172953481167169b5be06c66.13407601_img20241021wa0007.webp'],"Кошка найдена: ул. Пестеля, 8В, Москва","Найдена кошка или кот в подъезде, чистенькая , домашняя , ласковая , кто потерял ? Кошка скучает по хозяевам((((",55.8655134,37.61665099999998,"улица Пестеля, 8В, Москва",Кошка,Найдена
https://pet911.ru/moskva/lost/cat/rl918214,"['https://cdn.pet911.ru/1729533863671697a705ca78.05692882_img_20241021_210405_414.webp', 'https://cdn.pet911.ru/1729533863671697a74f5df3.93549082_img_20241021_210405_443.webp', 'https://cdn.pet911.ru/1729533862671697a698cb80.21635430_img_20241021_210405_163.webp', 'https://cdn.pet911.ru/1729533863671697a7492e25.70904191_img_20241021_210404_971.webp']","Пропал кот Мартин, Дубининская 57 к2","Бенгальский кот, кличка Мартин, крупный, общительный, окрас леопардовый.",55.72000365,37.63514960879921,"Дубининская улица, 57 к2, Москва",Кошка,Пропала
https://pet911.ru/solnechnogorsk/lost/dog/rl917425,['https://cdn.pet911.ru/17294111546714b852b0ae74.86170584_img20241019wa0004.webp'],"Пропала собака Нора, Солнечногорск, пл. Советская",Зовут нора,56.1851121,36.97767168597301,"Советская площадь, Солнечногорск",Собака,Пропала
https://pet911.ru/lost/cat/rl917817,['https://cdn.pet911.ru/172946110367157b6fd00dd9.94777294_img_0059.webp'],"Пропал котик Марс, д. Хрипань, МО","Пропал котик в д.Хрипань. Кастрирован, пушистый и пугливый. Зовут Марс",55.6347796,38.1735057,"Хрипань, Московская область",Кошка,Пропала
https://pet911.ru/moskva/lost/dog/rl917331,"['https://cdn.pet911.ru/172938824167145ed11d76a0.95203477_img_4901.webp', 'https://cdn.pet911.ru/172938759567145c4bcc42f0.29551486_img_5813.webp', 'https://cdn.pet911.ru/172938843467145f9213e635.97325941_img_5814.webp', 'https://cdn.pet911.ru/172938813067145e62db3cd2.95975928_img_6939.webp']","Пропала собака на Кастанаевской, 60",Кличка Принц или Пупся Совсем кроха. На первом фото-сверху На втором-слева Нос черный Нос как у свинюшки-ошибочное фото,55.73292925,37.46193799999999,"Кастанаевская улица, 60, Москва",Собака,Пропала
https://pet911.ru/moskva/lost/dog/rl917328,"['https://cdn.pet911.ru/172938701667145a08076060.98539567_img_4901.webp', 'https://cdn.pet911.ru/172938701667145a084cdb00.38169663_3303692a240f4f6e85cbc07e79af37b9.webp']","Пропала собака, Кастанаевская ул., 66","Потерялся щенок-мальчик породы Бивер Йорк. В районе метро Кунцевская и Пионерская. Чипирован. Окрас белый с черными пятнами. Мордочка с вкраплением коричневого. Маленький, вес около 1 кг.",55.7319842,37.4571862,"Кастанаевская улица, 66, Москва",Собака,Пропала
https://pet911.ru/moskva/found/dog/rf917122,"['https://cdn.pet911.ru/17293424476713abefeac930.56279413_img_1215.webp', 'https://cdn.pet911.ru/17293424486713abf0b71676.88401520_img_1214.webp', 'https://cdn.pet911.ru/17293424406713abe8b9a698.25520139_img_1216.webp', 'https://cdn.pet911.ru/17293424436713abeb20e491.98431151_img_1217.webp']","Собака найдена: ул. Космодемьянских, 11-15",Найдена собака. Крупна. Кобель возрастной.,55.8221582,37.5142212,"улица Зои и Александра Космодемьянских, 11-15 с1А, Москва",Собака,Найдена
https://pet911.ru/moskva/found/bird/rf917092,['https://cdn.pet911.ru/172933904567139ea596ffa9.50051865_img_7053.webp'],"Птица найдена: Братеевский пр-д, д. 16/4","У вороны вчера отобрали голубя, белый с черной шеей и зеленым отливом, 2 кольца, на одном буквы и цифры в районе дома 16/4 на Борисовских прудах. Ищем хозяина",55.63224016942333,37.74678407637056,"Братеевский проезд, Москва",Неизвестно,Найдена
https://pet911.ru/aprelevka/lost/dog/rl917003,"['https://cdn.pet911.ru/172932294867135fc4c3f712.47094962_screenshot_20241019102604.webp', 'https://cdn.pet911.ru/172932295867135fce0e08f2.55671952_screenshot_20241019102513.webp', 'https://cdn.pet911.ru/172932295367135fc9807bf1.02030539_screenshot_20241019102543.webp']","Пропала собака, ул. Дубки, Апрелевка","Кобель кастрированный Чарли, черный с длинными лапами, с белым крестом на груди. Молодой, возраст 1 год, боязливый. Убежал в парке в Апрелевке, с поводком/черный и ошейником (парфос).",55.54097975543842,37.08627868617737,"улица Дубки, Апрелевка",Собака,Пропала
https://pet911.ru/krasnogorsk/lost/dog/rl917002,[None],"Пропала собака, Подмосковный бул., 1","Пропала собака, девочка метис, на ней красный ошейник, черная, грудка белая и кончик хвоста белый, кличка Мики 89670398434 9653682908 Вознаграждение",55.81981645,37.363749026746326,"Подмосковный бульвар, 1, Красногорск",Собака,Пропала
https://pet911.ru/moskva/lost/dog/rl916946,"['https://cdn.pet911.ru/17293118066713343e1c0f47.72044105_img_20241015_092646_576.webp', 'https://cdn.pet911.ru/17293118046713343ceb7924.33385868_img_20241006_120101_875.webp']",Пропала собака на Севастопольский-Винокурова,"Пропала собака в районе Севастопольский-Винокурова ул! Кобель, 1.5 месяца, кличка Кукис, помесь чихуахуа, окрас мерле. Сорвался с поводка и убежал. На нем ярко синяя с желтыми манжетами жилетка, на задней левой лапке два белых ногтя. Размер собаки небольшой. Всем, кто видел, просьба звонить +7(964)551-9941 или +7(929) 676-88-67 Также можно привести собаку по адресу Севастопольский проспект 22 (желтый дом), кв 51 или 108. Можно передать консьержу дома! Огромное спасибо!",55.69161324917304,37.56143104979699,"улица Дмитрия Ульянова, Москва",Собака,Пропала
https://pet911.ru/moskva/lost/dog/rl916888,"['https://cdn.pet911.ru/17292801946712b8c2046476.29361594_img_1860.webp', 'https://cdn.pet911.ru/17292801936712b8c1ba24c0.93581855_img_1861.webp']","Пропала собака у Севастопольского проспекта, 22","Пропала собака! Кобель, помесь чихуахуа. Сорвался с поводка и убежал в районе севастопольского проспекта, 22 (чайхона номер 1). Размер собаки небольшой. Всем, кто видел, просьба звонить +7(964)551-9941 или +7(929) 676-88-67. Также можно привести собаку по адресу Севастопольский проспект 22 (желтый дом). Свяжитесь для вознаграждения! Можно передать консьержу дома! Огромное спасибо!",55.6843517,37.59548918994692,"улица Винокурова, 22 к2, Москва",Собака,Пропала
https://pet911.ru/moskva/lost/dog/rl916876,"['https://cdn.pet911.ru/17292775666712ae7e2ce7e2.50771395_1000023990.webp', 'https://cdn.pet911.ru/17292775636712ae7bbb9dc3.82936593_1000023983.webp']",Пропала собака: Перервинский бул. 22 к1,"18.10.2024 в 12:00 Потерялся маленький пес Бивер йорк Белый с серыми пятнами - только привезли из деревни, где привык гулять, видимо решил погулять и в городе))) г Москва, ЮВАО, Марьино : Перервинский бульвар 22 к1 89253700299 WA, TG Песику 14 лет и он маленький около 1.5-3 кг и в холке 25см",55.6535179,37.7728719,"Перервинский бульвар, 22 к1, Москва",Собака,Пропала
https://pet911.ru/moskva/found/dog/rf916730,"['https://cdn.pet911.ru/172925721167125efbc65195.01498277_screenshot_20241018160334380_org.webp', 'https://cdn.pet911.ru/172925730667125f5aef61e6.78452956_screenshot_20241018155511976_com.webp']","Собака найдена на Аллее ветеранов, Москва","По бульвару бегает собака, не очень высокая дворняжка. Кого-то определённо ищет, ошейник на ней имеется. Близко не подпускает, но не агрессивная, просто осторожная. Стабильно бегает трусцой, очень умная - когда поняла, что я за ней пытаюсь успеть обманула и скрылась из виду. Ошейник коричневого цвета, без медальона",55.6646841,37.76334154689711,"Аллея ветеранов, Москва",Собака,Найдена
https://pet911.ru/domodedovo/found/dog/rf916713,"['https://cdn.pet911.ru/172925479167125587903449.40920735_screenshot_20241018_152606.webp', 'https://cdn.pet911.ru/1729254784671255805ad716.14277088_screenshot_2024_1018_153143.webp']","Собака найдена: Белые Столбы, ул. Кирова",Бегает собака в Белых столбах,55.443094289187,37.74792490069812,"улица Кирова, Домодедово",Собака,Найдена
https://pet911.ru/lost/dog/rl916707,"['https://cdn.pet911.ru/172925468067125518db9664.42036853_4xujeeogtoa.webp', 'https://cdn.pet911.ru/1729254142671252fecb9247.28576038_edtf4l_ydrg.webp']","Пропала собака, Дергаево, ул. Октябрьская","Пропала собака, мальчик. Убежал утром 17.10.2024 г. Д. Цибино. На шее зелёный ошейник. Кличка Валет. Если кто-то увидит, сообщите пожалуйста! 89251491748.",55.5801627,38.253192917651646,"улица Октябрьская, 62, Дергаево",Собака,Пропала
https://pet911.ru/moskva/lost/cat/rl916690,['https://cdn.pet911.ru/172925189967124a3b33d6f4.64009000_screenshot_20241018144437_whatsapp.webp'],"Пропала кошка на Арбате, 10, Москва","Здравствуйте Примерно с 23-25 потерялась кошка черная за ушками чуть чуть белый пушочек, не успели надеть ошейник, думали что никуда не денется, она очень ласковая и ручная (подозреваем что кто-то взял, подумал что она ничья) об этом сайте узнал совсем недавно, поэтому выложил только сейчас, пропала в районе Арбата, долго искал, развешивал объявления, все бестолку, может есть кто знает что нибудь, обязательно ВОЗНАГРАЖДЕНИЕ, у меня также есть видео с ней, всем спасибо (Телефон укажу знакомой)",55.7514113,37.5967775,"улица Арбат, 10, Москва",Кошка,Пропала
https://pet911.ru/moskva/lost/dog/rl916687,"['https://cdn.pet911.ru/1729251555671248e31efba7.02751000_img_8175.webp', 'https://cdn.pet911.ru/1729251553671248e181ce55.20388202_9d76aba8a20b407f95b707fc13497a68.webp']","Пропала собака, Волжский б-р, 31 к1",Пропала собака!!! Просьба вернуть за большое вознаграждение,55.70212405,37.75261323040055,"Волжский бульвар, 31 к1, Москва",Собака,Пропала
https://pet911.ru/moskva/found/dog/rf916664,['https://cdn.pet911.ru/172924867667123da441b897.02171342_img_20241018_122400.webp'],"Собака найдена: пр. Шокальского, д. 2, Москва","Крупный кобель метис в ошейнике Доброжелательный, знаком с детьми. Сейчас находится на площадке пр Шокальского д 2",55.87215205,37.65122529677584,"проезд Дежнёва, 2А, Москва",Собака,Найдена
https://pet911.ru/krasnogorsk/found/cat/rf916647,['https://cdn.pet911.ru/172924555667123174de6f18.05682035_1000081183.webp'],"Кошка найдена: Подмосковный бул., 5, Красногорск","Обнаружен белый кот (кошка) с голубыми глазами. На вид не старше 5ти лет. Пугливый. Не удалось сделать фото мордочки, не отрывался от корма.",55.8211116,37.36772236535442,"Подмосковный бульвар, 5, Красногорск",Кошка,Найдена
https://pet911.ru/poselok-volodarskogo/found/dog/rf916616,"['https://cdn.pet911.ru/1729242244671224840f8a64.31128427_img_1034.webp', 'https://cdn.pet911.ru/1729242244671224841c17b0.90354026_img_1033.webp', 'https://cdn.pet911.ru/172924224367122483489105.22110956_img_1032.webp']","Акита найдена, пос. Володарского, МО","Замечен пёс 🆘 Акита? Не придержан 📍 МО, Ленинский / Раменский район, 18.10.24 • Кобель • С ошейником • Добрый, тянется к людям Мальчишка домашний, вероятно потеряшка. Очень не хочется думать, что его могли выкинуть. Помогите, пожалуйста, ему вернуться домой.",55.50356488639931,37.937690245412696,"Центральная улица, посёлок Володарского",Собака,Найдена
https://pet911.ru/found/dog/rf916608,"['https://cdn.pet911.ru/17292415026712219eee3a79.95466138_whatsappimage20241018at10.webp', 'https://cdn.pet911.ru/17292414996712219bcbd402.20766979_whatsappimage20241018at07.webp']","Найдена собака: Лобня, Большая ул. 2","Лобня мкрн Луговая, найден кобель. Был в старом кожаном ошейнике. На ошейнике контактов нет, клеймо не нашли. Приехал на электричке со стороны Дмитрова. Ищем старых хозяев. +79953001957 Наталья, +79165444235 Светлана",56.0482912,37.498556569441725,"Большая улица, 2, городской округ Лобня",Собака,Найдена
https://pet911.ru/moskva/found/cat/rf916593,['https://cdn.pet911.ru/17292394206712197c5f3013.78708106_screenshot_20241018090704962_org.webp'],"Найдена кошка, Большая Семёновская 20Б, Москва","Черная с рыжими пятнышками киса, ручная. Истощеная. Кто потерял",55.78141455,37.70554780277008,"Большая Семёновская улица, 20Б с1, Москва",Кошка,Найдена
https://pet911.ru/found/cat/rf916527,"['https://cdn.pet911.ru/17292288036711f003897465.08050004_1000006833.webp', 'https://cdn.pet911.ru/17292288046711f004d5c536.00866923_1000006832.webp']","Кот в красном ошейнике на Липецкой, Шалово","По дороге на работу в 9.15 сидел кот в красном ошейник на перекрёстке ул. ЯЛипецкая-Мира.Я попыталась довести его домой к себе,довела до Мира,48,шёл очень послушно,взяв в руки-вырвался,к сожалению",55.4415805,37.3806959,"Лесная улица, Шалово",Кошка,Найдена
https://pet911.ru/moskva/found/cat/rf921059,['https://cdn.pet911.ru/1730095719671f2a6727c990.92514392_img_20241027_191927_405.webp'],"Кошка найдена: ул. Цандера, 11, Москва","Кошка, окрас белый с рыжим, некрупная, довольно пугливая. Обитает возле дома 11 по ул. Цандера (Москва). Ищет потерянный дом.",55.820213,37.62995296704863,"улица Цандера, 11, Москва",Кошка,Найдена
https://pet911.ru/moskva/lost/cat/rl916463,"['https://cdn.pet911.ru/172919939267117d20c47b26.48285006_img_9668.webp', 'https://cdn.pet911.ru/172919939467117d2282c0d5.16857579_img_9580.webp', 'https://cdn.pet911.ru/172919939767117d2598a557.36918439_img_8544.webp', 'https://cdn.pet911.ru/172919939867117d26e1c844.20217394_img_8526.webp', 'https://cdn.pet911.ru/172919939767117d2539a386.53235567_img_8689.webp', 'https://cdn.pet911.ru/172919939867117d26d10ac7.21132910_camphoto_33463914.webp']","Пропала кошка, Щёлковское шоссе, 42","Кличка - Тоша, полностью черный, отличительная черта - желтые глаза и белая шерстка на брюшке, небольшого размера - 4 месяца. Выбежал из переноски в неизвестном направлении Доп номер телефона +79939684934",55.80951325,37.7898244698993,"Щёлковское шоссе, 42, Москва",Кошка,Пропала
https://pet911.ru/found/cat/rf924897,"['https://cdn.pet911.ru/1730904584672b820836e9e4.55306237_dce9b7128b44473d804cabd052a41777.webp', 'https://cdn.pet911.ru/1730904583672b8207dfdd91.19037474_95fb9946c1ef4e6aaccf64b7eaa365f1.webp', 'https://cdn.pet911.ru/1730904584672b8208bb1d59.54784174_1f5711350ec54c418373083ceeb4e33d.webp']","Кошка найдена: Учительская ул., 3","Пришел к нам домой вечером, был очень худой и голодный. Породистый, умный. Пол не знаем, либо кастрирован, либо девочка. Чисто черного цвета, взрослый.",60.03499745,30.3852278,"Учительская улица, 3",Кошка,Найдена
https://pet911.ru/lost/cat/rl921503,['https://cdn.pet911.ru/1730183971672083231ff4a8.05512055_1000083003.webp'],"Пропала кошка, Кашемировая ул., МО","Кошка, окрас похож на сиамскую, ушла на охоту и не вернулась, когда уходила на ней был ошейник с адресником",56.0007581,38.182219,"Кашемировая улица, Московская область",Кошка,Пропала
https://pet911.ru/moskva/found/cat/rf919464,['https://cdn.pet911.ru/1729776035671a49a38b5a44.85819997_mauh3qwd4ue.webp'],"Кошка найдена: Товарищеский пер., 19, Москва","Москва, Таганка, институт РАНХиГС. Найдена кошка Молодая (до года), домашняя. Чёрная, белые носочки, грудь и часть морды. Https://vk. Com/id739336241",55.743503450000006,37.66385645864109,"Товарищеский переулок, 19, Москва",Кошка,Найдена
